[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_delta_distance,player_delta_rotation,visible_bot_count,bot_delta_distance,player_standing,player_speed,player_speed_boost,player_is_grounded,player_is_mid_air,player_is_crashing,player_gas_pedal,player_steering,player_lap,player_distance_to_way_point,player_respawn,bot_standing,bot_score,bot_speed,bot_speed_boost,bot_is_grounded,bot_is_crashing,bot_gas_pedal,bot_steering,bot_lap,bot_distance_to_way_point,bot_delta_rotation,bot_player_distance,bot_respawn,visible_jump_count,visible_speed_boost_count,visible_obstacle_count,Binary_Arousal_Class,group_id
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.0,0.06481481475,0.1666666666666666,0.0912698333333333,0.0,0.666666667,1.0,0.0007506954166666,0.0001755063333333,0.030927838,0.333333333,0.0311111333333333,0.13888888875,0.06481481475,0.9087301666666666,0.0,0.0001755063333333,0.0,0.666666667,0.0007506954166666,0.0222222166666666,0.0018672776666666,0.0,0.9222221666666668,0.0777778333333333,0.0,0.02777775,0.5069244583333333,0.0,0.6175951745,0.0,0.015782822,0.0,0.0013927485833333,0.0,1.0,0.0,0.0260416666666666,0.43672837925,0.0,0.8417907730833333,0.0013888863333333,0.4820043539166667,0.0,0.0,0.0,0.068965517,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.0083102493333333,0.148148148,0.5833333333333334,0.27222225,0.0,0.5509258334166667,1.0,0.20572301225,0.0270319406666666,0.030927838,0.333333333,0.0522222333333333,0.1111111110833333,0.148148148,0.72777775,0.0,0.0270319406666666,0.0377452323333333,0.5509258334166667,0.20572301225,0.7916666666666666,0.2667891479166667,0.0,0.9694444166666668,0.0305555833333333,0.0333333333333333,1.0,0.4961176458333333,0.0,0.4933938143333333,0.0,0.6163910984166666,0.0,0.2863983131666667,0.0,0.9632575833333332,0.0666666666666666,0.9883207291666666,0.4809202774166667,0.0,0.69756221275,0.0679293181666666,0.3545285456666667,0.0,0.0,0.0,0.068965517,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.0304709142499999,0.2685185183333333,0.75,0.422123,0.0158333333333333,0.21951058325,0.6666666666666666,0.2853226368333333,0.0424049415833333,0.030927838,0.333333333,0.1125,0.13888888875,0.2685185183333333,0.577877,0.0158333333333333,0.0424049415833333,0.13080457575,0.21951058325,0.2853226368333333,0.5520833333333334,0.4166364147499999,0.0,0.71875,0.28125,0.0,1.0,0.5124997291666666,0.0,0.2545823376666666,0.0,0.6295094695833333,0.0133333333333333,0.3287279218333333,0.0,0.625,0.0,0.663194375,0.4598765736666666,0.0,0.3169232443333333,0.0083333333333333,0.1293311593333333,0.0,0.0,0.0,0.068965517,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.0293167128333333,0.25,0.5,0.3569444166666666,0.0411111,0.3740742500833333,0.75,0.3042543344166666,0.0434251865,0.0929124063333333,0.2777777775,0.1216666666666666,0.2222222220833333,0.25,0.6430555833333333,0.0411111,0.0434251865,0.1607000154166666,0.3740742500833333,0.3042543344166666,0.9111111666666668,0.3418053580833333,0.0,0.75,0.25,0.0208333333333333,1.0,0.7057934033333333,0.0,0.1823742659999999,0.0,0.549715909,0.0430555333333333,0.3182034645,0.0,0.7055555,0.0333333333333333,0.6809027083333333,0.7145062035833334,0.0,0.3114662703333333,0.3729167424166666,0.39148645375,0.0,0.1861111666666667,0.0,0.02107279875,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.0459372113333333,0.04629629625,0.3333333333333333,0.1388888333333333,0.0855555666666666,0.425926111,1.0,0.4958237149166666,0.0752614603333333,0.1761168813333333,0.5555555555,0.2433333,0.3055555554166667,0.04629629625,0.8611111666666668,0.0855555666666666,0.0752614603333333,0.05014270225,0.425926111,0.4958237149166666,0.8777778333333334,0.393741311,0.0,0.6666666666666666,0.3333333333333333,0.111111,1.0,0.5468483333333333,0.0,0.3060682429166667,0.0,0.6982323865,0.0844444333333333,0.3620826483333333,0.1638889166666667,0.4166665833333333,0.0,0.9684027083333334,0.4706790274999999,0.0,0.3714539494166666,0.2611111364166666,0.3551646576666666,0.0,0.208333375,0.0694444583333333,0.1149425285833333,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.06278855,0.08333333325,0.5833333333333334,0.1944444166666666,0.12,0.0,0.0,0.0,0.0764053923333333,0.5690507219166666,1.0,0.2305555333333333,0.2777777775,0.08333333325,0.8055555833333333,0.12,0.0764053923333333,0.0462987681666666,0.0,0.0,0.4000000000000001,0.473293828,0.0,0.4236111666666666,0.5763888333333334,0.0,1.0,0.4756377291666667,0.0,0.3453422905833332,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.5,0.5208333749999999,0.2480841955833333,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.082179132,0.06481481475,0.25,0.15277775,0.155,0.0,0.0,0.0,0.1078445593333333,0.419179616,0.8055555554999999,0.3277778,0.33333333325,0.06481481475,0.8472222500000001,0.155,0.1078445593333333,0.06025178175,0.0,0.0,0.4000000000000001,0.6737058428333333,0.375,0.5555555,0.4444444999999999,0.0,1.0,0.5698259166666667,0.0,0.5906285330833333,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.361111125,0.2986110833333333,0.2750000575,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.06486611275,0.1203703703333333,0.3333333333333333,0.1805555833333333,0.1833333333333333,0.0,0.0,0.0,0.0445790685,0.0266323144166666,0.30555555525,0.2063492,0.24999999975,0.1203703703333333,0.8194444166666667,0.1833333333333333,0.0445790685,0.0201825320833333,0.0,0.0,0.4000000000000001,0.5436205815,0.0,0.484127,0.515873,0.0,1.0,0.5525085833333333,0.0,0.4335850683333333,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593869941666666,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.0713296402499999,0.2777777776666666,0.75,0.4484126666666666,0.2,0.0,0.0,0.0,0.0386390530833333,0.42426825975,0.9444444445,0.1257936333333333,0.19444444425,0.2777777776666666,0.5515873333333333,0.2,0.0386390530833333,0.1221345680833333,0.0,0.0,0.4000000000000001,0.3765506309166667,0.0,0.6855159166666667,0.3144840833333333,0.0,1.0,0.6025269999999999,0.0,0.4875391615,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4499007916666666,0.0795018963333333,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.1038781164999999,0.2222222221666666,0.5,0.2678571666666666,0.2208333333333333,0.0,0.0,0.0,0.0446142945833333,0.139148431,0.52777777775,0.3134920333333333,0.38888888875,0.2222222221666666,0.7321428333333334,0.2208333333333333,0.0446142945833333,0.0663241435833333,0.0,0.0,0.4000000000000001,0.5553874463333334,0.2321428333333333,0.49603175,0.50396825,0.047619,1.0,0.5778835833333333,0.0,0.3556988814166666,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.125,0.1163194583333333,0.068965517,0.0,0.0
