[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_kill_count,player_speed_x,player_speed_y,player_delta_distance,player_health,player_damaged,player_shooting,visible_bot_count,bot_speed_x,bot_delta_distance,bot_health,pick_ups_visible,pick_up_player_disctance,player_death,player_is_grounded,bot_is_grounded,bot_player_distance,player_has_collisions,player_is_colliding_above,player_is_colliding_below,player_is_falling,player_point_pickup,player_boost_pickup,player_slow_pickup,bot_is_colliding_below,bot_is_colliding_left,Binary_Arousal_Class,group_id
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.2777777775,0.0321637426666666,0.02777777775,0.0426356666666666,0.0,0.0,0.0,0.0,0.0039497415833333,0.0,0.0,0.0329531203333333,0.0625,0.0321637426666666,0.9573643333333334,0.0,0.0,0.02777777775,0.0,0.0039497415833333,1.0,0.0,0.1011905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099206666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.0,0.1695906431666667,0.2777777775833333,0.2284960833333333,0.0037788601666666,0.0,0.0,0.0,0.33458211525,0.0,0.0,0.1035436365833333,0.2083333333333333,0.1695906431666667,0.7715039166666666,0.0037788601666666,0.0,0.333333333,0.098283326,0.33458211525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201798333333333,0.0,0.0,0.6152793,0.1950994583333333,0.4201798333333333,0.1540284583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.2777777775,0.2719298245,0.3888888888333333,0.3517850833333333,0.0222673183333333,0.5287521694166667,0.30555555525,0.3666666666666667,0.3904747859166666,0.31339522475,0.5833333333333334,0.2779054504166666,0.4166666666666667,0.2719298245,0.6482149166666666,0.0222673183333333,0.0416666666666666,0.38955027775,0.0980118876666666,0.3904747859166666,1.0,0.0,0.20630075,0.5287521694166667,0.3666666666666667,0.3666666666666667,0.9157196666666666,0.31339522475,0.5901832913333334,0.0,0.2377565083333333,0.9166666666666666,0.5666948398333334,0.6305314249999999,0.3927749166666667,0.2377565083333333,0.2129645416666666,0.0833333333333333,0.0,0.0,0.9166666666666666,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.5277777778333334,0.3114035088333333,0.3055555555,0.433839125,0.0584349620833333,0.3478488608333334,0.3888888886666666,0.4210027223333333,0.4204594171666667,0.310540111,0.5,0.2539247640833333,0.2916666666666667,0.3114035088333333,0.566160875,0.0584349620833333,0.0,0.4210027223333333,0.0573431050833333,0.4204594171666667,1.0,0.0,0.20699525,0.3478488608333334,0.4210027223333333,0.4210027223333333,1.0,0.310540111,0.4591072946666667,0.0,0.3677579166666667,1.0,0.3607301483333333,0.7762945,0.4085365833333333,0.3677579166666667,0.07398375,0.0,0.0833333333333333,0.0833333333333333,1.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.333333333,0.1520467835833333,0.2222222220833333,0.20699625,0.1677149240833333,0.0,0.0,0.0,0.3334652553333333,0.0958995555,0.125,0.2172174735833333,0.2708333333333333,0.1520467835833333,0.79300375,0.1677149240833333,0.0,0.333333333,0.0631059513333333,0.3334652553333333,1.0,0.0,0.1063055,0.0,0.0,0.0,0.0,0.0958995555,0.2163772004166666,0.0,0.1933370833333333,0.0,0.0,0.7508767083333333,0.557539625,0.1933370833333333,0.0685676666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.111111111,0.03508771925,0.0555555555,0.0522486666666666,0.171937235,0.1158536665833333,0.13888888875,0.0943121666666666,0.28080776125,0.4337494445,0.4583333333333333,0.2155682159166666,0.2083333333333333,0.03508771925,0.9477513333333332,0.171937235,0.0,0.2817234444166667,0.0209825374166666,0.28080776125,1.0,0.0,0.0,0.1158536665833333,0.0943121666666666,0.0943121666666666,0.4166666666666667,0.4337494445,0.48015280275,0.0,0.4398148333333333,0.4166666666666667,0.3629018209999999,0.9219576666666668,0.4821428333333333,0.4398148333333333,0.0780423333333333,0.0,0.0,0.1666666666666666,0.4166666666666667,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.0,0.0,0.0,0.0,0.1953733712499999,0.62830666675,0.5833333335,0.266666667,0.265169344,0.19510581925,0.3333333333333333,0.0247148279166666,0.0208333333333333,0.0,1.0,0.1953733712499999,0.0,0.266666667,0.0,0.265169344,1.0,0.0,0.0,0.62830666675,0.266666667,0.266666667,1.0,0.19510581925,0.2424344018333333,0.0,1.0,1.0,0.5146427694166666,1.0,0.0,1.0,0.0,0.0833333333333333,0.0,0.0,1.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.0,0.0906432748333333,0.1944444444166666,0.0979258333333333,0.2265637119166667,0.5678547223333333,0.6388888891666666,0.2697832225,0.268890609,0.2664686108333333,0.4583333333333333,0.1220671333333333,0.1666666666666666,0.0906432748333333,0.9020741666666666,0.2265637119166667,0.0416666666666666,0.2697832225,0.0195975055833333,0.268890609,1.0,0.0,0.1036585,0.5678547223333333,0.2697832225,0.2697832225,0.9980158333333334,0.2664686108333333,0.5131211050833333,0.0,0.7418699166666666,1.0,0.47572413425,0.92276425,0.1808943333333333,0.7418699166666666,0.0020325166666666,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.30555555525,0.2587719298333333,0.3055555554166667,0.3422739166666667,0.2311529925833333,0.5775430556666666,0.5277777778333334,0.333333333,0.3332569315833333,0.05284552775,0.0833333333333333,0.2333262326666666,0.3333333333333333,0.2587719298333333,0.6577260833333333,0.2311529925833333,0.125,0.333333333,0.0565444499166666,0.3332569315833333,1.0,0.0,0.312185475,0.5775430556666666,0.333333333,0.333333333,0.9968450833333332,0.05284552775,0.14773437,0.0,0.5752031666666667,1.0,0.4763713150833333,0.7794690000000001,0.2042658333333333,0.5752031666666667,0.1452769166666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.333333333,0.0921052631666666,0.1388888888333333,0.1158001666666666,0.2532728029166666,0.4449786944166666,0.5,0.4293047223333333,0.4279903369166666,0.5566747223333334,0.8333333333333334,0.1969254629166666,0.25,0.0921052631666666,0.8841998333333333,0.2532728029166666,0.0416666666666666,0.42915211125,0.0393046304166666,0.4279903369166666,1.0,0.0,0.1020004166666666,0.4449786944166666,0.4293047223333333,0.4293047223333333,0.9940475833333332,0.5566747223333334,0.5261363658333333,0.0,0.5711382083333333,1.0,0.4342066541666666,0.855905,0.2847667916666667,0.5711382083333333,0.06889175,0.0833333333333333,0.0833333333333333,0.0,1.0,0.0,0.0,0.0
